"","company","year","latitude","longitude","variable_code"
"975","MIDWAY MEDICAL CTR",2020,35.537126,-82.833993,"Count of Physicians and Surgeons"
"976","MIDWAY MEDICAL CTR",2020,35.531625,-82.883007,"Count of Physicians and Surgeons"
"977","HAYWOOD WOMENS MEDICAL CTR",2020,35.526635,-82.941141,"Count of Physicians and Surgeons"
"978","HAYWOOD PEDIATRICS-ADOLESCENT",2020,35.558403,-82.851395,"Count of Physicians and Surgeons"
"979","HAYWOOD PEDIATRIC & ADOLESCENT",2020,35.558403,-82.851395,"Count of Physicians and Surgeons"
"980","SOUTHEASTERN SPORTS MEDICINE",2020,35.482247,-83.010879,"Count of Physicians and Surgeons"
"981","SOUTHEASTERN SPORTS MEDICINE",2020,35.482247,-83.010879,"Count of Physicians and Surgeons"
"982","EMERGEORTHO",2020,36.314599,-78.589811,"Count of Physicians and Surgeons"
"983","MED WEST HAYWOOD RADIOLOGY",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"984","GRANVILLE & VASCULAR",2020,36.325236,-78.593393,"Count of Physicians and Surgeons"
"985","TRIANGLE ORTHOPEDIC ASSOC PA",2020,36.314599,-78.589811,"Count of Physicians and Surgeons"
"986","DURHAM NEPHROLOGY ASSOC PA",2020,36.324876,-78.594973,"Count of Physicians and Surgeons"
"987","VANCE FAMILY MEDICINE",2020,36.333333,-78.446198,"Count of Physicians and Surgeons"
"988","SWAIN MEDICAL CTR",2020,35.434612,-83.444836,"Count of Physicians and Surgeons"
"989","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"990","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"991","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"992","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"993","PRIME DOCTORS",2020,35.558403,-82.851395,"Count of Physicians and Surgeons"
"994","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"995","TRIANGLE DERMATOLOGY ASSOC P A",2020,36.295685,-78.5963,"Count of Physicians and Surgeons"
"996","FOUR COUNTY PRIMARY CARE",2020,36.330986,-78.446401,"Count of Physicians and Surgeons"
"997","GRANVILLE PEDIATRICS",2020,36.334185,-78.59473,"Count of Physicians and Surgeons"
"998","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"999","WESTERN CAROLINA ORTHO SPCLSTS",2020,35.525452,-82.941114,"Count of Physicians and Surgeons"
"1000","MED WEST HAYWOOD HOSPITAL",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1001","DUKE PRIMARY CARE OXFORD",2020,36.325304,-78.594252,"Count of Physicians and Surgeons"
"1002","NORTH CAROLINA PEDIATRIC ASSOC",2020,36.334185,-78.59473,"Count of Physicians and Surgeons"
"1003","MARIA PARHAM ENDOCRINOLOGY",2020,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1004","SWAIN FAMILY CARE",2020,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1005","SWAIN FAMILY CARE",2020,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1006","SWAIN FAMILY CARE",2020,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1007","MISSION COMMUNITY PRIMARY CARE",2020,35.525295,-82.951614,"Count of Physicians and Surgeons"
"1008","CENTER FOR WOMENS HEALTH",2020,36.325304,-78.594252,"Count of Physicians and Surgeons"
"1009","CENTRAL REGIONAL HOSP",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1010","MARIA PARHAM MEDICAL CTR",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1011","MISSION COMMUNITY PRIMARY CARE",2020,35.525295,-82.951614,"Count of Physicians and Surgeons"
"1012","",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1013","PREMIER WOMEN'S HEALTH PRO",2020,36.312248,-78.553123,"Count of Physicians and Surgeons"
"1014","PREMIER WOMEN'S HEALTH PRO",2020,36.312248,-78.553123,"Count of Physicians and Surgeons"
"1015","DOCTORS DAY",2020,36.313193,-78.587337,"Count of Physicians and Surgeons"
"1016","HAYWOOD FAMILY PRACTICE",2020,35.532461,-82.839359,"Count of Physicians and Surgeons"
"1017","HAYWOOD MEDICAL IMAGING PC",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1018","MEDICAL CLINIC MURDOCH CTR",2020,36.143248,-78.742217,"Count of Physicians and Surgeons"
"1019","MARIA PARHAM MED CTR EMERGENCY",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1020","DURHAM RADIOLOGY ASSOC",2020,36.326532,-78.592555,"Count of Physicians and Surgeons"
"1021","HENDERSON PULMONARY-SLEEP MDCN",2020,36.3303,-78.448,"Count of Physicians and Surgeons"
"1022","MOUNTAIN EYE ASSOC",2020,35.525732,-82.950433,"Count of Physicians and Surgeons"
"1023","SOUND PHYSICIANS",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1024","GRANVILLE INTERNAL MEDICINE",2020,36.326512,-78.594181,"Count of Physicians and Surgeons"
"1025","VANCE ALLERGY & ASTHMA",2020,36.3303,-78.448,"Count of Physicians and Surgeons"
"1026","WILLIE J SESSIONS MD",2020,36.3303,-78.448,"Count of Physicians and Surgeons"
"1027","CAROLINA GI ASSOC",2020,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1028","WAYNESVILLE FAMILY PRACTICE",2020,35.497018,-82.971409,"Count of Physicians and Surgeons"
"1029","RICHARD A GOLDSTEIN MD",2020,36.33613,-78.4276,"Count of Physicians and Surgeons"
"1030","FOUR COUNTY EYE ASSOC",2020,36.331648,-78.44621,"Count of Physicians and Surgeons"
"1031","FOUR COUNTY PRIMARY CARE",2020,36.330986,-78.446401,"Count of Physicians and Surgeons"
"1032","PREMIER WOMEN'S HEALTH PROF",2020,36.326372,-78.594256,"Count of Physicians and Surgeons"
"1033","MUNTHER S TABET MD PA",2020,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1034","MIDWAY MEDICAL CTR",2020,35.537126,-82.833993,"Count of Physicians and Surgeons"
"1035","MOUNTAIN EYE ASSOC",2020,35.525732,-82.950433,"Count of Physicians and Surgeons"
"1036","MIDWAY MEDICAL CTR",2020,35.537126,-82.833993,"Count of Physicians and Surgeons"
"1037","SANDHILLS ORTHOPEDICS",2020,36.325236,-78.593393,"Count of Physicians and Surgeons"
"1038","21ST CENTURY ONCOLOGY",2020,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1039","SUNDAR INTERNAL MEDICINE ASSOC",2020,36.330986,-78.446401,"Count of Physicians and Surgeons"
"1040","SUNDAR INTERNAL MEDICINE ASSOC",2020,36.330986,-78.446401,"Count of Physicians and Surgeons"
"1041","CENTER FOR WOMENS HEALTH",2020,36.325304,-78.594252,"Count of Physicians and Surgeons"
"1042","VANCE ALLERGY & ASTHMA",2020,36.3303,-78.448,"Count of Physicians and Surgeons"
"1043","CAROLINA GI ASSOC",2020,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1044","WAYNESVILLE FAMILY PRACTICE",2020,35.497018,-82.971409,"Count of Physicians and Surgeons"
"1045","BLUE RIDGE DERMATOLOGY PA",2020,35.526406,-82.948949,"Count of Physicians and Surgeons"
"1046","HAYWOOD PEDIATRICS-ADOLESCENT",2020,35.558403,-82.851395,"Count of Physicians and Surgeons"
"1047","PREMIERE WOMENS HEALTH PRO PA",2020,36.312248,-78.553123,"Count of Physicians and Surgeons"
"1048","NORTH CAROLINA PEDIATRICS ASSC",2020,36.334185,-78.59473,"Count of Physicians and Surgeons"
"1049","FOUR COUNTY EYE ASSOC",2020,36.331648,-78.44621,"Count of Physicians and Surgeons"
"1050","MOUNTAIN MEDICAL ASSOC",2020,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1051","HAYWOOD PEDIATRICS-ADOLESCENT",2020,35.527003,-82.941139,"Count of Physicians and Surgeons"
"1052","MOUNTAIN EYE ASSOC PLLC",2020,35.532056,-82.84019,"Count of Physicians and Surgeons"
"1053","HAZELWOOD FAMILY MEDICINE PLLC",2020,35.478642,-83.002771,"Count of Physicians and Surgeons"
"1054","NEW CENTURY OPHTHALMOLOGY PC",2020,36.31324,-78.55311,"Count of Physicians and Surgeons"
"1055","ORTHOPAEDIC SPECIALISTS OF NC",2020,36.338118,-78.426697,"Count of Physicians and Surgeons"
"1056","TRIANGLE ORTHOPEDIC ASSOC PA",2020,36.314599,-78.589811,"Count of Physicians and Surgeons"
"1057","DUKE PRIMARY CARE OXFORD",2020,36.325304,-78.594252,"Count of Physicians and Surgeons"
"1058","SWAIN MEDICAL CTR",2020,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1059","BECKFORD MEDICAL CTR",2020,36.337659,-78.411094,"Count of Physicians and Surgeons"
"1060","TRIANGLE ORTHOPAEDICS",2020,36.314599,-78.589811,"Count of Physicians and Surgeons"
"1061","DUKE PRIMARY CARE HENDERSON",2020,36.331767,-78.447334,"Count of Physicians and Surgeons"
"1062","MOUNTAIN SPINE CARE",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1063","DUKE PRIMARY CARE BUTNER-CRDMR",2020,36.14103,-78.72693,"Count of Physicians and Surgeons"
"1064","GRANVILLE SURGICAL ASSOC",2020,36.324876,-78.594973,"Count of Physicians and Surgeons"
"1065","CAROLINA GI ASSOC",2020,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1066","HAYWOOD FAMILY PRACTICE",2020,35.532461,-82.839359,"Count of Physicians and Surgeons"
"1067","MOUNTAIN MEDICAL ASSOC",2020,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1068","21ST CENTURY ONCOLOGY",2020,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1069","MIDWAY MEDICAL CTR",2020,35.537126,-82.833993,"Count of Physicians and Surgeons"
"1070","KERR LAKE ORTHOPEDICS",2020,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1071","MIDWAY MEDICAL CTR",2020,35.537126,-82.833993,"Count of Physicians and Surgeons"
"1072","MIDWAY MEDICAL CTR",2020,35.531625,-82.883007,"Count of Physicians and Surgeons"
"1073","MOUNTAIN MEDICAL ASSOC",2020,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1074","WESTERN CAROLINA ORTHO SPCLSTS",2020,35.525452,-82.941114,"Count of Physicians and Surgeons"
"1075","WESTERN CAROLINA ORTHO SPCLSTS",2020,35.525452,-82.941114,"Count of Physicians and Surgeons"
"1076","CHEROKEE INDIAN HOSPITAL",2020,35.4962,-83.2961,"Count of Physicians and Surgeons"
"1077","FOUR COUNTY PRIMARY CARE",2020,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1078","DUKE PRIMARY CARE BUTNER-CRDMR",2020,36.14103,-78.72693,"Count of Physicians and Surgeons"
"1079","FOUR COUNTY PRIMARY CARE",2020,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1080","MUNTHER S TABET MEDICAL",2020,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1081","WNC PEDIATRIC-ADOLESCENT CARE",2020,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1082","DOCTORS DAY",2020,36.313193,-78.587337,"Count of Physicians and Surgeons"
"1083","GRANVILLE MEDICAL CTR",2020,36.324876,-78.594973,"Count of Physicians and Surgeons"
"1084","DAYMARK RECOVERY SVC INC",2020,36.338175,-78.409815,"Count of Physicians and Surgeons"
"1085","DURHAM RADIOLOGY ASSOC",2020,36.326532,-78.592555,"Count of Physicians and Surgeons"
"1086","MERIDIAN BEHAVIORAL HEALTH SVC",2020,35.495822,-82.97284,"Count of Physicians and Surgeons"
"1087","GRANVILLE PRIMARY CARE PA",2020,36.140087,-78.717034,"Count of Physicians and Surgeons"
"1088","MERIDIAN BEHAVIORAL HEALTH SVC",2020,35.532816,-82.837012,"Count of Physicians and Surgeons"
"1089","MISSION IMAGING SVC",2020,35.526134,-82.949849,"Count of Physicians and Surgeons"
"1090","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1091","",2020,36.326532,-78.592555,"Count of Physicians and Surgeons"
"1092","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1093","CHEROKEE INDIAN HOSP EMERGENCY",2020,35.4962,-83.2961,"Count of Physicians and Surgeons"
"1094","GRANVILLE SPECIALTY CLINICS",2020,36.325236,-78.593393,"Count of Physicians and Surgeons"
"1095","GRANVILLE MEDICAL CTR HSPTLSTS",2020,36.326532,-78.592555,"Count of Physicians and Surgeons"
"1096","",2020,36.1342,-78.7593,"Count of Physicians and Surgeons"
"1097","",2020,36.1342,-78.7593,"Count of Physicians and Surgeons"
"1098","",2020,35.4962,-83.2961,"Count of Physicians and Surgeons"
"1099","",2020,36.137302,-78.775963,"Count of Physicians and Surgeons"
"1100","",2020,36.1342,-78.7593,"Count of Physicians and Surgeons"
"1101","",2020,36.1342,-78.7593,"Count of Physicians and Surgeons"
"1102","",2020,36.135066,-78.759828,"Count of Physicians and Surgeons"
"1103","",2020,35.4962,-83.2961,"Count of Physicians and Surgeons"
"1104","",2020,36.1342,-78.7593,"Count of Physicians and Surgeons"
"1105","",2020,35.5837,-82.9224,"Count of Physicians and Surgeons"
"1106","MOUNTAIN EYE ASSOC PLLC",2020,35.525732,-82.950433,"Count of Physicians and Surgeons"
"1107","MARIA PARHAM MEDICAL CTR",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1108","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1109","WESTERN CAROLINA EAR NOSE",2020,35.527733,-82.936882,"Count of Physicians and Surgeons"
"1110","",2020,35.526134,-82.949849,"Count of Physicians and Surgeons"
"1111","NEW CENTURY OPHTHALMOLOGY PC",2020,36.31324,-78.55311,"Count of Physicians and Surgeons"
"1112","MARIA PARHAM CANCER CTR DUKE",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1113","WESTERN CAROLINA ORTHO SPCLST",2020,35.525452,-82.941114,"Count of Physicians and Surgeons"
"1114","MOUNTAIN LAUREL DERMATOLOGY",2020,35.527287,-82.937305,"Count of Physicians and Surgeons"
"1115","HAYWOOD THORACIC & VASCULAR",2020,35.525452,-82.941114,"Count of Physicians and Surgeons"
"1116","WAYNESVILLE FAMILY PRACTICE",2020,35.497018,-82.971409,"Count of Physicians and Surgeons"
"1117","CAROLINA GI ASSOC",2020,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1118","MIDWAY MEDICAL CTR",2020,35.531625,-82.883007,"Count of Physicians and Surgeons"
"1119","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1120","GRANVILLE MEDICAL CTR HSPTLSTS",2020,36.326532,-78.592555,"Count of Physicians and Surgeons"
"1121","SOUND PHYSICIANS",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1122","",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1123","HAYWOOD WOMENS MEDICAL CTR",2020,35.526635,-82.941141,"Count of Physicians and Surgeons"
"1124","BHG CLYDE TREATMENT CTR",2020,35.525976,-82.95087,"Count of Physicians and Surgeons"
"1125","MOUNTAIN SPINE CARE",2020,35.525452,-82.941114,"Count of Physicians and Surgeons"
"1126","MOUNTAIN PEDIATRIC GROUP",2020,35.5276,-82.9364,"Count of Physicians and Surgeons"
"1127","",2020,36.1342,-78.7593,"Count of Physicians and Surgeons"
"1128","RURAL HEALTH GROUP",2020,36.338131,-78.426188,"Count of Physicians and Surgeons"
"1129","CHEROKEE INDIAN HOSPITAL",2020,35.4962,-83.2961,"Count of Physicians and Surgeons"
"1130","",2020,36.1342,-78.7593,"Count of Physicians and Surgeons"
"1131","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1132","",2020,35.491436,-82.98705,"Count of Physicians and Surgeons"
"1133","DUKE PRIMARY CARE BUTNER-CRDMR",2020,36.14103,-78.72693,"Count of Physicians and Surgeons"
"1134","DUKE PRIMARY CARE HENDERSON",2020,36.331767,-78.447334,"Count of Physicians and Surgeons"
"1135","MOUNTAIN MEDICAL ASSOC LLP",2020,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1136","PAIN MANAGEMENT ASSOC",2020,35.498376,-82.974633,"Count of Physicians and Surgeons"
"1137","MILLS JACOB A MD",2020,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1138","GRANVILLE-VANCE DIST HEALTH",2020,36.308543,-78.588367,"Count of Physicians and Surgeons"
"1139","",2020,36.1342,-78.7593,"Count of Physicians and Surgeons"
"1140","MISSION COMMUNITY PRIMARY CARE",2020,35.525295,-82.951614,"Count of Physicians and Surgeons"
"1141","",2020,35.4962,-83.2961,"Count of Physicians and Surgeons"
"1142","VANCE FAMILY MEDICINE",2020,36.333333,-78.446198,"Count of Physicians and Surgeons"
"1143","DUKE PRIMARY CARE HENDERSON",2020,36.331767,-78.447334,"Count of Physicians and Surgeons"
"1144","GRANVILLE PRIMARY CARE OXFORD",2020,36.326512,-78.594181,"Count of Physicians and Surgeons"
"1145","",2020,35.439825,-83.071976,"Count of Physicians and Surgeons"
"1146","",2020,36.135066,-78.759828,"Count of Physicians and Surgeons"
"1147","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1148","RURAL HEALTH GROUP",2020,36.338131,-78.426188,"Count of Physicians and Surgeons"
"1149","",2020,35.4962,-83.2961,"Count of Physicians and Surgeons"
"1150","",2020,35.4962,-83.2961,"Count of Physicians and Surgeons"
"1151","BHG XXXVII LLC",2020,35.525976,-82.95087,"Count of Physicians and Surgeons"
"1152","",2020,35.526583,-82.947785,"Count of Physicians and Surgeons"
"1153","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1154","OXFORD FAMILY PHYSICIANS",2020,36.312111,-78.556553,"Count of Physicians and Surgeons"
"1155","COMPREHENSIVE PAIN CONSLNTS",2020,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1156","MOUNTAIN LAUREL DERMATOLOGY",2020,35.527287,-82.937305,"Count of Physicians and Surgeons"
"1157","FAMILY CARE CTR",2020,35.4962,-83.2961,"Count of Physicians and Surgeons"
"1158","DAYMARK RECOVERY SVC",2020,36.338175,-78.409815,"Count of Physicians and Surgeons"
"1159","GRANVILLE PRIMARY CARE OXFORD",2020,36.326512,-78.594181,"Count of Physicians and Surgeons"
"1160","GRANVILLE SURGICAL ASSOC",2020,36.324876,-78.594973,"Count of Physicians and Surgeons"
"1161","",2020,36.326512,-78.594181,"Count of Physicians and Surgeons"
"1162","GRANVILLE PRIMARY CARE/BUTNER",2020,36.140087,-78.717034,"Count of Physicians and Surgeons"
"1163","GRANVILLE SURGICAL ASSOC",2020,36.324876,-78.594973,"Count of Physicians and Surgeons"
"1164","DUKE PRIMARY CARE BUTNER-CRDMR",2020,36.14103,-78.72693,"Count of Physicians and Surgeons"
"1165","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1166","MARIA PARHAM HEALTH",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1167","MURDOCH DEVELOPMENTAL CTR",2020,36.143248,-78.742217,"Count of Physicians and Surgeons"
"1168","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1169","MARIA PARHAM HEALTH",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1170","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1171","",2020,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1172","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1173","MARIA PARHAM ORTHOPAEDICS",2020,36.32987,-78.449906,"Count of Physicians and Surgeons"
"1174","MARIA PARHAM HEALTH",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1175","",2020,35.4962,-83.2961,"Count of Physicians and Surgeons"
"1176","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1177","MURDOCH DEVELOPMENTAL CTR",2020,36.143248,-78.742217,"Count of Physicians and Surgeons"
"1178","",2020,36.325236,-78.593393,"Count of Physicians and Surgeons"
"1179","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1180","",2020,36.326532,-78.592555,"Count of Physicians and Surgeons"
"1181","HAYWOOD MEDICAL IMAGING PC",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1182","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1183","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1184","DUKE PRIMARY CARE BUTNER-CRDMR",2020,36.14103,-78.72693,"Count of Physicians and Surgeons"
"1185","TANNER MEDICAL CTR-CARROLLTON",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1186","VANCE FAMILY MEDICINE",2020,36.333333,-78.446198,"Count of Physicians and Surgeons"
"1187","WNC PEDIATRIC & ADOLESCENT",2020,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1188","MISSION COMM PRIMARY CARE",2020,35.5747,-83.0124,"Count of Physicians and Surgeons"
"1189","",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1190","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1191","MARIA PARHAM HEALTH",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1192","WNC PEDIATRIC & ADOLESCENT",2020,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1193","HAYWOOD WOMENS MEDICAL CTR",2020,35.526635,-82.941141,"Count of Physicians and Surgeons"
"1194","WESTERN CAROLINA CARDIOLOGY",2020,35.526717,-82.94091,"Count of Physicians and Surgeons"
"1195","MARIA PARHAM HEALTH",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1196","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1197","MARIA PARHAM HEALTH",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1198","MURDOCH DEVELOPMENTAL CTR",2020,36.143248,-78.742217,"Count of Physicians and Surgeons"
"1199","",2020,36.330986,-78.446401,"Count of Physicians and Surgeons"
"1200","WNC PEDIATRIC-ADOLESCENT CARE",2020,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1201","",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1202","MARIA PARHAM HEALTH",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1203","",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1204","BART CLEARY DDS PA",2020,36.323927,-78.593941,"Count of Physicians and Surgeons"
"1205","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1206","",2020,35.471265,-83.005632,"Count of Physicians and Surgeons"
"1207","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1208","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1209","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1210","WNC PEDIATRIC-ADOLESCENT CARE",2020,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1211","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1212","GRANVILLE HEALTH INC",2020,36.325236,-78.593393,"Count of Physicians and Surgeons"
"1213","",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1214","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1215","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1216","FOUR COUNTY ORTHOPEDICS",2020,36.325236,-78.593393,"Count of Physicians and Surgeons"
"1217","WNC PEDIATRIC-ADOLESCENT CARE",2020,35.434612,-83.444836,"Count of Physicians and Surgeons"
"1218","",2020,36.140542,-78.777377,"Count of Physicians and Surgeons"
"1219","MOUNTAIN LAUREL DERMATOLOGY",2020,35.527287,-82.937305,"Count of Physicians and Surgeons"
"1220","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1221","",2020,36.137302,-78.775963,"Count of Physicians and Surgeons"
"1222","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1223","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1224","",2020,35.526134,-82.949849,"Count of Physicians and Surgeons"
"1225","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1226","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1227","CENTRAL REGIONAL HOSPITAL",2020,36.145482,-78.771853,"Count of Physicians and Surgeons"
"1228","",2020,35.526134,-82.949849,"Count of Physicians and Surgeons"
"1229","",2020,35.525295,-82.951614,"Count of Physicians and Surgeons"
"1230","",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1231","WAYNESVILLE FAMILY PRACTICE",2020,35.497018,-82.971409,"Count of Physicians and Surgeons"
"1232","MARIA PARHAM CANCER CTR",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1233","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1234","GERACI MARIANNE S MD",2020,35.525732,-82.950433,"Count of Physicians and Surgeons"
"1235","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1236","MARIA PARHAM CANCER CTR",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1237","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1238","HAYWOOD WOMEN'S MEDICAL CTR",2020,35.526635,-82.941141,"Count of Physicians and Surgeons"
"1239","",2020,36.331043,-78.44915,"Count of Physicians and Surgeons"
"1240","MARIA PARHAM CARDIOLOGY",2020,36.3303,-78.448,"Count of Physicians and Surgeons"
"1241","PREMIER WOMENS HEALTH",2020,36.321834,-78.410104,"Count of Physicians and Surgeons"
"1242","",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
"1243","PREMIER WOMEN'S HEALTH PRO",2020,36.312248,-78.553123,"Count of Physicians and Surgeons"
"1244","",2020,35.526134,-82.949849,"Count of Physicians and Surgeons"
"1245","MOUNTAIN LAUREL DERMATOLOGY",2020,35.527287,-82.937305,"Count of Physicians and Surgeons"
"1246","",2020,36.314599,-78.589811,"Count of Physicians and Surgeons"
"1247","",2020,35.4814,-82.9905,"Count of Physicians and Surgeons"
"1248","",2020,36.14103,-78.72693,"Count of Physicians and Surgeons"
"1249","",2020,35.531625,-82.883007,"Count of Physicians and Surgeons"
"1250","",2020,36.326512,-78.594181,"Count of Physicians and Surgeons"
"1251","",2020,36.326512,-78.594181,"Count of Physicians and Surgeons"
"1252","HAYWOOD REGIONAL MEDICAL CTR",2020,35.525312,-82.943675,"Count of Physicians and Surgeons"
